PRODUCT_ID,PRODUCT_NAME,CATEGORY,SUB_CATEGORY,BRAND,UNIT_PRICE,COST_PRICE,STOCK_QTY,IS_ACTIVE,LAUNCH_DATE
194,Realme Cameras Prime 630,Electronics,Cameras,Realme,77975.39,54844.6,388,TRUE,2024-05-03
195,SG Cricket Lite 932,Sports & Fitness,Cricket,SG,13526.61,6936.47,407,TRUE,2020-04-16
196,Adidas Watches Classic 445,Fashion,Watches,Adidas,14802.66,6919.52,85,TRUE,2021-12-16
197,Colgate Oral Care Lite 14,Health & Personal Care,Oral Care,Colgate,4213.29,2130.05,427,TRUE,2020-08-17
198,Dove Skincare Prime 873,Health & Personal Care,Skincare,Dove,2474.43,767.71,1652,TRUE,2020-08-19
199,Sony Monitors Pro 704,Electronics,Monitors,Sony,94562.5,67041.36,469,TRUE,2020-10-24
200,Lenovo Cameras Max 559,Electronics,Cameras,Lenovo,110759.97,83051.81,1063,TRUE,2024-03-31
201,Puma Cricket Max 518,Sports & Fitness,Cricket,Puma,17372.9,10212.4,15,TRUE,2021-01-18
202,Decathlon Supplements Classic 148,Sports & Fitness,Supplements,Decathlon,2425.66,1144.51,656,TRUE,2020-04-16
203,Nike Sportswear Air 99,Sports & Fitness,Sportswear,Nike,4662.29,2245.73,537,TRUE,2023-01-23
204,Whirlpool Storage Elite 334,Home & Kitchen,Storage,Whirlpool,13392.45,7863.36,139,TRUE,2021-07-10
205,Whirlpool Appliances Plus 557,Home & Kitchen,Appliances,Whirlpool,47204.97,26717.73,723,TRUE,2022-07-29
206,Boat Headphones Pro 704,Electronics,Headphones,Boat,238271.3,143128.98,936,TRUE,2022-08-24
207,OnePlus Smartwatches Elite 157,Electronics,Smartwatches,OnePlus,57033.86,41154.5,1897,TRUE,2024-09-03
208,Instant Pot Furniture Air 665,Home & Kitchen,Furniture,Instant Pot,49963.78,22705.69,801,TRUE,2022-01-08
209,Dell Smartphones Plus 939,Electronics,Smartphones,Dell,84297.56,53394.92,1286,TRUE,2022-02-09
210,McGraw Hill Fiction Pro 358,Books,Fiction,McGraw Hill,1909.09,795.87,1746,TRUE,2022-02-02
211,Dettol Oral Care Classic 497,Health & Personal Care,Oral Care,Dettol,2734.89,1213.26,1691,TRUE,2023-03-19
212,Mamaearth Haircare Air 316,Health & Personal Care,Haircare,Mamaearth,2488.31,886.93,311,TRUE,2024-09-23
213,MuscleBlaze Gym Equipment Classic 891,Sports & Fitness,Gym Equipment,MuscleBlaze,4740.86,2554.29,1570,TRUE,2024-02-07
214,HarperCollins Fiction Pro 142,Books,Fiction,HarperCollins,1447.37,624.26,557,TRUE,2024-04-14
215,Ikea Cookware Plus 173,Home & Kitchen,Cookware,Ikea,4307.87,1787.14,1295,TRUE,2020-09-24
216,Rupa History Max 241,Books,History,Rupa,1531.14,441.63,1295,TRUE,2020-08-11
217,Nike Clothing Air 928,Fashion,Clothing,Nike,24579.29,9799.11,538,TRUE,2020-11-28
218,Fastrack Bags Pro 213,Fashion,Bags,Fastrack,8062.18,3171.45,401,TRUE,2021-01-05
219,Yonex Yoga Max 823,Sports & Fitness,Yoga,Yonex,11058.55,5130.92,1975,TRUE,2023-02-05
220,Penguin Self-Help Classic 943,Books,Self-Help,Penguin,1727.32,442.67,1465,TRUE,2023-02-13
221,SG Badminton Plus 558,Sports & Fitness,Badminton,SG,3651.13,1803.02,762,TRUE,2020-04-18
222,HP Smartwatches Plus 702,Electronics,Smartwatches,HP,136330.66,93748.51,1648,TRUE,2022-07-18
223,Cosco Gym Equipment Pro 985,Sports & Fitness,Gym Equipment,Cosco,14529.87,7616.54,1865,TRUE,2021-07-14
224,Nike Badminton Ultra 902,Sports & Fitness,Badminton,Nike,16008.54,8067.08,1652,TRUE,2023-10-03
225,LOreal Skincare Ultra 438,Health & Personal Care,Skincare,LOreal,2090.49,1091.55,1347,TRUE,2021-06-01
226,Samsung Monitors Pro 4,Electronics,Monitors,Samsung,217051.52,137032.13,744,TRUE,2020-10-16
227,Rupa Self-Help Prime 567,Books,Self-Help,Rupa,1180.8,497.51,642,TRUE,2021-04-26
228,Nivea Oral Care Neo 954,Health & Personal Care,Oral Care,Nivea,4032.9,1638.93,738,TRUE,2024-12-26
229,Whirlpool Storage Pro 173,Home & Kitchen,Storage,Whirlpool,33236.18,15126.0,1889,TRUE,2020-09-28
230,Adidas Watches Elite 186,Fashion,Watches,Adidas,5020.64,2188.04,551,TRUE,2021-09-26
231,Nike Badminton Prime 664,Sports & Fitness,Badminton,Nike,11883.37,5495.0,1815,TRUE,2022-11-24
232,Levi Bags Classic 551,Fashion,Bags,Levi,23541.6,11343.32,1539,TRUE,2020-06-26
233,Mamaearth Wellness Plus 80,Health & Personal Care,Wellness,Mamaearth,3419.7,1194.31,882,TRUE,2020-08-11
234,O Reilly Fiction Neo 519,Books,Fiction,O Reilly,974.16,280.1,628,TRUE,2024-08-27
235,Nivia Sportswear Max 767,Sports & Fitness,Sportswear,Nivia,5435.37,3011.0,1820,TRUE,2020-08-13
236,HarperCollins Self-Help Air 716,Books,Self-Help,HarperCollins,2919.32,967.65,328,TRUE,2021-12-10
237,SG Cricket Prime 971,Sports & Fitness,Cricket,SG,28003.28,12732.33,403,TRUE,2023-07-23
238,Biotique Wellness Ultra 16,Health & Personal Care,Wellness,Biotique,2685.37,1012.01,560,FALSE,2022-07-13
239,Peter England Watches Max 589,Fashion,Watches,Peter England,15896.92,5895.7,997,TRUE,2021-11-30
240,Penguin Self-Help Elite 128,Books,Self-Help,Penguin,1593.34,475.74,592,TRUE,2021-11-04
241,JBL Smartphones Pro 612,Electronics,Smartphones,JBL,79747.36,49184.07,159,TRUE,2023-09-18
242,Adidas Accessories Classic 945,Fashion,Accessories,Adidas,3668.54,1987.02,485,TRUE,2021-05-29
243,OnePlus Smartphones Lite 687,Electronics,Smartphones,OnePlus,113402.5,82574.07,1331,TRUE,2021-05-30
244,Yonex Gym Equipment Ultra 334,Sports & Fitness,Gym Equipment,Yonex,6527.09,2931.24,1411,TRUE,2024-09-22
245,Adidas Footwear Classic 391,Fashion,Footwear,Adidas,15518.66,6288.44,1926,TRUE,2022-02-16
246,Mamaearth Wellness Classic 903,Health & Personal Care,Wellness,Mamaearth,2422.24,840.39,871,TRUE,2022-11-26
247,Whirlpool Appliances Lite 207,Home & Kitchen,Appliances,Whirlpool,13575.61,7138.84,1037,FALSE,2023-06-20
248,Samsung Monitors Air 384,Electronics,Monitors,Samsung,120998.16,69020.56,1960,TRUE,2021-12-07
249,LG Cameras Classic 102,Electronics,Cameras,LG,70662.98,50978.41,1334,TRUE,2022-12-25
250,Peter England Watches Plus 393,Fashion,Watches,Peter England,13951.14,7549.5,956,TRUE,2022-03-18
251,HarperCollins History Prime 51,Books,History,HarperCollins,1674.03,499.28,1065,TRUE,2020-05-20
252,Pearson Science Prime 144,Books,Science,Pearson,2593.15,1018.34,400,TRUE,2020-02-17
253,Decathlon Cricket Neo 951,Sports & Fitness,Cricket,Decathlon,720.1,332.94,1919,TRUE,2021-05-28
254,Pigeon Appliances Pro 679,Home & Kitchen,Appliances,Pigeon,639.7,341.8,535,TRUE,2024-01-22
255,JBL Laptops Lite 859,Electronics,Laptops,JBL,128797.55,76783.22,108,FALSE,2022-10-06
256,Nivea Oral Care Max 828,Health & Personal Care,Oral Care,Nivea,4994.16,1727.16,423,TRUE,2021-03-30
257,McGraw Hill Science Pro 269,Books,Science,McGraw Hill,2517.77,703.03,1329,TRUE,2020-04-01
258,Instant Pot Storage Ultra 476,Home & Kitchen,Storage,Instant Pot,11920.28,5270.78,1727,TRUE,2022-05-06
259,LOreal Wellness Air 211,Health & Personal Care,Wellness,LOreal,355.92,177.41,1559,TRUE,2021-03-04
260,MuscleBlaze Yoga Ultra 864,Sports & Fitness,Yoga,MuscleBlaze,11200.13,4916.27,1348,TRUE,2023-06-12
261,Yonex Yoga Max 431,Sports & Fitness,Yoga,Yonex,1964.31,934.95,126,TRUE,2023-06-03
262,Nivia Cricket Max 479,Sports & Fitness,Cricket,Nivia,7805.98,3139.68,643,TRUE,2023-09-02
263,Mamaearth Haircare Elite 298,Health & Personal Care,Haircare,Mamaearth,545.62,173.08,1259,TRUE,2023-12-07
264,H&M Bags Elite 318,Fashion,Bags,H&M,18070.76,9843.0,1558,TRUE,2022-01-08
265,Havells Cookware Pro 44,Home & Kitchen,Cookware,Havells,20812.56,10572.86,1322,TRUE,2021-01-10
266,Fastrack Clothing Ultra 209,Fashion,Clothing,Fastrack,9319.36,4123.82,1870,TRUE,2023-01-06
267,Colgate Fragrances Air 308,Health & Personal Care,Fragrances,Colgate,1899.05,999.23,1157,TRUE,2021-10-29
268,HP Monitors Neo 330,Electronics,Monitors,HP,44808.55,27071.38,911,TRUE,2022-03-26
269,Philips Decor Max 528,Home & Kitchen,Decor,Philips,42346.1,23800.91,1378,TRUE,2023-10-06
270,Pigeon Furniture Prime 193,Home & Kitchen,Furniture,Pigeon,21578.87,10391.7,710,TRUE,2020-04-29
271,Nike Footwear Lite 172,Fashion,Footwear,Nike,3625.82,1320.8,459,TRUE,2023-12-04
272,SG Yoga Plus 657,Sports & Fitness,Yoga,SG,23355.28,13009.66,365,FALSE,2021-08-11
273,Nivea Fragrances Classic 296,Health & Personal Care,Fragrances,Nivea,3411.57,1669.83,1545,TRUE,2021-08-13
274,Cosco Cricket Plus 634,Sports & Fitness,Cricket,Cosco,12862.91,6483.78,410,TRUE,2020-09-17
275,Godrej Cookware Ultra 221,Home & Kitchen,Cookware,Godrej,2084.15,1190.93,1921,TRUE,2021-05-24
276,Philips Cookware Classic 65,Home & Kitchen,Cookware,Philips,24661.79,13220.09,586,TRUE,2022-05-10
277,JBL Speakers Air 656,Electronics,Speakers,JBL,141703.08,98140.34,310,TRUE,2021-06-07
278,McGraw Hill Fiction Neo 799,Books,Fiction,McGraw Hill,1063.54,455.51,35,TRUE,2023-09-22
279,Xiaomi Laptops Plus 839,Electronics,Laptops,Xiaomi,6044.23,3541.33,210,TRUE,2021-03-05
280,SG Supplements Lite 184,Sports & Fitness,Supplements,SG,3075.83,1730.54,1221,TRUE,2020-10-06
281,Fastrack Clothing Classic 934,Fashion,Clothing,Fastrack,6853.66,2757.58,259,TRUE,2022-04-18
282,Allen Solly Clothing Max 117,Fashion,Clothing,Allen Solly,7726.12,3197.73,1860,TRUE,2021-11-19
283,LOreal Skincare Classic 128,Health & Personal Care,Skincare,LOreal,4190.05,1668.44,1113,TRUE,2022-10-08
284,Decathlon Cricket Lite 696,Sports & Fitness,Cricket,Decathlon,3913.94,1841.86,1240,TRUE,2020-12-31
285,Pearson Science Max 201,Books,Science,Pearson,2732.15,1068.96,805,TRUE,2021-12-28
286,Whirlpool Furniture Pro 213,Home & Kitchen,Furniture,Whirlpool,9854.23,4704.2,1507,TRUE,2021-01-20
287,Lenovo Laptops Neo 85,Electronics,Laptops,Lenovo,142325.03,85319.35,410,TRUE,2020-07-24
288,Godrej Decor Classic 141,Home & Kitchen,Decor,Godrej,22866.75,13665.18,1145,TRUE,2022-06-14
289,Dettol Haircare Pro 901,Health & Personal Care,Haircare,Dettol,991.72,350.89,879,TRUE,2023-10-16
290,Decathlon Sportswear Air 627,Sports & Fitness,Sportswear,Decathlon,22843.28,11577.31,1042,TRUE,2020-06-09
291,SG Badminton Pro 494,Sports & Fitness,Badminton,SG,20936.41,10202.84,1921,TRUE,2022-03-13
292,MuscleBlaze Cricket Prime 974,Sports & Fitness,Cricket,MuscleBlaze,3424.52,1759.85,1323,TRUE,2023-07-09
293,Cosco Supplements Neo 280,Sports & Fitness,Supplements,Cosco,11784.92,5122.49,1972,TRUE,2023-05-10
294,Himalaya Skincare Max 297,Health & Personal Care,Skincare,Himalaya,545.21,209.48,1012,TRUE,2021-10-31
295,MuscleBlaze Yoga Neo 216,Sports & Fitness,Yoga,MuscleBlaze,10129.78,4462.57,1801,TRUE,2020-09-24
296,Puma Cricket Elite 986,Sports & Fitness,Cricket,Puma,13147.04,6396.72,1817,TRUE,2022-01-25
297,Yonex Badminton Plus 72,Sports & Fitness,Badminton,Yonex,2848.13,1231.28,137,FALSE,2023-10-06
298,Colgate Oral Care Lite 313,Health & Personal Care,Oral Care,Colgate,3533.49,1283.59,945,TRUE,2023-06-10
299,McGraw Hill History Ultra 768,Books,History,McGraw Hill,721.71,183.06,724,TRUE,2020-05-15
300,Nivea Skincare Pro 678,Health & Personal Care,Skincare,Nivea,3885.22,1613.29,1174,TRUE,2023-02-15
301,Colgate Fragrances Prime 393,Health & Personal Care,Fragrances,Colgate,3087.75,1395.59,679,TRUE,2021-09-05
302,Puma Accessories Plus 103,Fashion,Accessories,Puma,6912.0,2801.49,682,TRUE,2020-07-26
303,Fastrack Accessories Elite 47,Fashion,Accessories,Fastrack,10893.84,5213.13,1559,FALSE,2023-07-03
304,Cosco Gym Equipment Pro 699,Sports & Fitness,Gym Equipment,Cosco,8320.85,4415.51,1787,TRUE,2024-02-01
305,Mamaearth Fragrances Classic 128,Health & Personal Care,Fragrances,Mamaearth,4010.87,1506.07,212,TRUE,2022-01-03
306,Apple Smartwatches Lite 721,Electronics,Smartwatches,Apple,61291.16,36973.76,1288,TRUE,2020-11-26
307,Puma Badminton Plus 803,Sports & Fitness,Badminton,Puma,12555.74,5203.51,374,TRUE,2022-04-23
308,Prestige Furniture Classic 709,Home & Kitchen,Furniture,Prestige,13566.24,6021.27,1177,TRUE,2020-12-31
309,Pigeon Decor Air 951,Home & Kitchen,Decor,Pigeon,36277.49,14606.13,592,TRUE,2020-02-23
310,Nivia Gym Equipment Ultra 725,Sports & Fitness,Gym Equipment,Nivia,18946.9,8102.57,1377,TRUE,2023-03-15
311,Colgate Oral Care Max 464,Health & Personal Care,Oral Care,Colgate,3987.89,2140.57,885,TRUE,2020-12-28
312,JBL Smartphones Prime 105,Electronics,Smartphones,JBL,42199.43,25797.86,1575,TRUE,2020-09-08
313,Crompton Cookware Pro 620,Home & Kitchen,Cookware,Crompton,40268.73,16120.39,16,TRUE,2024-09-20
314,Penguin Science Air 446,Books,Science,Penguin,2070.12,665.73,1871,TRUE,2024-08-28
315,Mamaearth Wellness Lite 481,Health & Personal Care,Wellness,Mamaearth,1773.07,626.44,240,TRUE,2020-10-04
316,Nivea Wellness Plus 511,Health & Personal Care,Wellness,Nivea,3032.53,911.05,797,FALSE,2023-08-18
317,Peter England Bags Classic 564,Fashion,Bags,Peter England,11788.05,5937.98,406,TRUE,2022-10-05
318,Adidas Footwear Classic 236,Fashion,Footwear,Adidas,6382.34,2265.49,408,TRUE,2021-01-16
319,Whirlpool Furniture Elite 279,Home & Kitchen,Furniture,Whirlpool,22417.9,10094.44,1845,FALSE,2021-04-28
320,Lenovo Smartphones Lite 610,Electronics,Smartphones,Lenovo,104225.76,62051.9,595,TRUE,2024-03-17
321,Dove Wellness Max 423,Health & Personal Care,Wellness,Dove,3314.09,1157.86,753,TRUE,2021-03-10
322,Sony Laptops Ultra 709,Electronics,Laptops,Sony,142528.88,85425.09,728,TRUE,2023-08-04
323,Havells Cookware Elite 509,Home & Kitchen,Cookware,Havells,4670.62,2242.78,857,TRUE,2023-12-16
324,Adidas Accessories Ultra 333,Fashion,Accessories,Adidas,4633.9,2099.19,1308,TRUE,2020-10-12
325,Ikea Cookware Prime 676,Home & Kitchen,Cookware,Ikea,16252.75,7108.84,1467,TRUE,2024-04-10
326,MuscleBlaze Cricket Ultra 611,Sports & Fitness,Cricket,MuscleBlaze,25495.6,12009.89,897,TRUE,2023-01-30
327,H&M Clothing Max 123,Fashion,Clothing,H&M,16890.8,7588.02,1399,TRUE,2020-01-14
328,HarperCollins Business Max 201,Books,Business,HarperCollins,2798.45,1228.66,1511,TRUE,2021-10-24
329,Prestige Appliances Ultra 268,Home & Kitchen,Appliances,Prestige,49003.96,24531.74,17,TRUE,2022-07-15
330,Philips Appliances Elite 202,Home & Kitchen,Appliances,Philips,7343.58,3869.18,1963,TRUE,2021-07-05
331,Yonex Gym Equipment Lite 887,Sports & Fitness,Gym Equipment,Yonex,691.19,324.34,779,TRUE,2023-07-11
332,Rupa Technology Ultra 172,Books,Technology,Rupa,1472.71,413.18,151,TRUE,2024-11-24
333,McGraw Hill Business Ultra 208,Books,Business,McGraw Hill,1253.43,418.19,1326,TRUE,2022-09-12
334,Nivia Yoga Ultra 400,Sports & Fitness,Yoga,Nivia,14483.88,8271.77,380,TRUE,2022-11-18
335,Wiley History Pro 914,Books,History,Wiley,2394.64,929.56,422,TRUE,2022-09-26
336,Cosco Cricket Max 832,Sports & Fitness,Cricket,Cosco,3019.2,1480.74,350,TRUE,2022-05-04
337,Mamaearth Oral Care Air 581,Health & Personal Care,Oral Care,Mamaearth,1984.94,742.67,1234,TRUE,2020-07-11
338,Nike Supplements Ultra 753,Sports & Fitness,Supplements,Nike,13897.34,6733.18,252,TRUE,2024-02-22
339,JBL Tablets Ultra 598,Electronics,Tablets,JBL,237188.47,176690.41,307,TRUE,2024-08-04
340,O Reilly Science Max 994,Books,Science,O Reilly,1578.93,573.57,1455,TRUE,2021-09-20
