ORDER_ID,CUSTOMER_ID,ORDER_DATE,SHIP_DATE,STATUS,TOTAL_AMOUNT,DISCOUNT_PCT,PAYMENT_METHOD,REGION,SALES_REP_ID
5042,1506,2023-05-14,2023-05-18,DELIVERED,71057.96,8.43,Wallet,East,2006
5043,2114,2025-06-21,2025-06-25,DELIVERED,217630.57,1.41,COD,East,2031
5044,1821,2024-09-30,2024-10-07,DELIVERED,58701.78,12.16,Debit Card,East,2050
5045,3855,2023-12-09,2023-12-17,DELIVERED,230324.58,6.61,Credit Card,West,2031
5046,2233,2025-09-22,2025-10-01,SHIPPED,177025.5,0.0,Wallet,West,2042
5047,4425,2023-07-13,,CANCELLED,239615.46,0.0,COD,South,2015
5048,4126,2024-12-20,2024-12-30,DELIVERED,229159.78,15.3,UPI,South,2036
5049,1642,2025-05-13,2025-05-18,DELIVERED,89084.68,8.7,Net Banking,North,2036
5050,1449,2023-07-01,,CANCELLED,122467.02,7.22,COD,West,2006
5051,1810,2025-04-24,2025-04-26,DELIVERED,76463.27,0.0,Wallet,West,2024
5052,3453,2023-07-17,,PENDING,79531.39,6.27,COD,East,2046
5053,3436,2023-10-27,,PENDING,94133.86,3.63,COD,East,2018
5054,2920,2024-09-14,2024-09-20,DELIVERED,214944.95,0.0,Wallet,West,2002
5055,5683,2025-09-28,2025-10-07,DELIVERED,48308.79,11.49,Wallet,East,2011
5056,6409,2025-11-21,,CANCELLED,21948.2,12.55,Debit Card,South,2035
5057,2245,2025-11-02,2025-11-10,DELIVERED,122143.27,16.4,Debit Card,North,2015
5058,3583,2023-01-28,2023-02-05,SHIPPED,64639.16,0.0,COD,East,2002
5059,6324,2024-01-25,2024-02-02,DELIVERED,132377.85,8.11,Credit Card,East,2002
5060,4789,2024-08-17,,PENDING,125963.8,17.73,UPI,West,2016
5061,1828,2025-12-17,2025-12-25,SHIPPED,73191.49,4.85,Wallet,North,2016
5062,3400,2024-07-08,2024-07-09,DELIVERED,246264.94,18.23,UPI,West,2036
5063,1080,2025-04-30,2025-05-05,DELIVERED,139908.94,0.0,Debit Card,East,2046
5064,2550,2023-01-28,2023-01-29,DELIVERED,195847.16,0.0,Net Banking,West,2018
5065,1631,2025-03-01,2025-03-04,DELIVERED,13009.04,0.0,COD,North,2010
5066,2392,2023-07-30,2023-08-08,DELIVERED,5012.97,8.73,Credit Card,North,2006
5067,3041,2025-11-08,2025-11-17,DELIVERED,170714.81,0.0,Wallet,West,2041
5068,4352,2023-12-18,2023-12-22,DELIVERED,29485.14,0.0,Debit Card,South,2026
5069,4444,2025-06-24,2025-06-30,DELIVERED,55602.64,9.45,Debit Card,East,2031
5070,5889,2025-11-05,2025-11-09,DELIVERED,74913.2,10.67,COD,South,2040
5071,1801,2024-11-30,2024-12-03,DELIVERED,28616.8,13.88,UPI,East,2039
5072,5735,2024-02-09,2024-02-19,DELIVERED,53180.0,0.0,Wallet,North,2050
5073,3005,2025-01-25,2025-01-30,DELIVERED,113807.23,0.0,COD,East,2040
5074,6450,2024-05-30,2024-06-01,DELIVERED,31231.05,0.0,Net Banking,East,2025
5075,1984,2025-09-19,2025-09-28,DELIVERED,6835.73,17.63,COD,North,2033
5076,5827,2023-01-22,2023-01-23,SHIPPED,24355.23,1.61,Credit Card,East,2003
5077,4758,2023-10-07,2023-10-16,DELIVERED,230791.89,4.1,COD,North,2001
5078,1295,2025-09-28,2025-10-04,DELIVERED,171294.94,9.79,UPI,West,2016
5079,2650,2025-10-25,2025-10-27,DELIVERED,70100.52,0.0,Wallet,West,2005
5080,5832,2025-12-13,2025-12-16,SHIPPED,43973.04,0.0,Debit Card,East,2020
5081,3318,2023-03-20,2023-03-22,DELIVERED,62620.84,14.19,Wallet,West,2028
5082,3019,2023-07-23,2023-07-29,DELIVERED,15855.26,4.97,UPI,East,2007
5083,2938,2023-02-16,2023-02-26,DELIVERED,191433.26,4.55,Net Banking,South,2046
5084,3326,2025-03-20,2025-03-22,SHIPPED,130557.04,0.0,UPI,North,2011
5085,3539,2023-03-09,2023-03-12,DELIVERED,149740.72,0.0,COD,East,2044
5086,3414,2023-04-17,2023-04-25,DELIVERED,164650.54,18.18,COD,South,2011
5087,1460,2025-10-31,2025-11-09,DELIVERED,172815.89,0.0,Wallet,East,2027
5088,5746,2024-10-25,2024-10-30,DELIVERED,123448.81,0.0,UPI,West,2017
5089,6226,2024-01-26,2024-01-28,DELIVERED,36980.94,0.0,Credit Card,West,2014
5090,6497,2023-06-05,2023-06-11,DELIVERED,41178.31,1.6,UPI,South,2032
5091,5569,2024-03-01,,PENDING,31576.7,2.93,Wallet,South,2025
5092,3087,2025-09-07,2025-09-17,DELIVERED,103720.48,19.22,Credit Card,North,2034
5093,3763,2023-02-07,2023-02-15,DELIVERED,47287.27,6.82,COD,West,2029
5094,6142,2023-08-23,2023-08-30,SHIPPED,141202.84,0.0,UPI,North,2021
5095,5985,2023-06-25,2023-06-26,DELIVERED,70684.08,0.0,Net Banking,East,2026
5096,2056,2025-08-20,2025-08-24,SHIPPED,232575.92,9.71,Net Banking,West,2026
5097,6030,2024-04-17,2024-04-24,DELIVERED,194377.44,15.93,Wallet,West,2021
5098,2335,2023-01-06,2023-01-09,DELIVERED,189662.43,19.46,Debit Card,North,2043
5099,1557,2024-05-03,2024-05-07,SHIPPED,209692.37,3.77,Credit Card,North,2028
5100,1187,2025-09-02,2025-09-09,DELIVERED,84990.94,17.13,Wallet,North,2014
5101,4334,2024-09-01,,PENDING,101307.61,3.21,Net Banking,West,2012
5102,3011,2023-05-19,,PENDING,9437.04,0.0,UPI,East,2010
5103,5013,2024-01-17,2024-01-24,DELIVERED,9748.01,16.27,Net Banking,West,2032
5104,1690,2025-04-06,,CANCELLED,52456.5,0.0,Net Banking,West,2039
5105,5959,2024-09-20,2024-09-21,DELIVERED,81629.64,17.69,Credit Card,West,2034
5106,1667,2025-09-17,2025-09-18,DELIVERED,151229.13,0.0,Debit Card,South,2014
5107,4647,2024-01-28,,PENDING,240896.17,0.0,Net Banking,South,2048
5108,2874,2024-10-19,2024-10-24,DELIVERED,73844.28,0.0,Net Banking,North,2034
5109,4264,2024-05-14,,PENDING,50258.91,15.02,Wallet,West,2036
5110,5346,2023-12-26,2023-12-27,DELIVERED,245542.83,18.19,Wallet,East,2003
5111,2333,2023-05-19,2023-05-23,DELIVERED,105587.2,18.91,Credit Card,South,2041
5112,1641,2025-08-31,2025-09-03,SHIPPED,200505.08,0.0,COD,North,2025
5113,5582,2024-04-27,2024-05-06,DELIVERED,213583.93,0.0,UPI,South,2048
5114,4052,2023-02-11,2023-02-13,SHIPPED,140193.39,0.0,Net Banking,West,2023
5115,4914,2025-05-26,,PENDING,5937.23,10.41,COD,South,2017
5116,4511,2023-04-13,2023-04-20,DELIVERED,219058.21,0.0,Net Banking,East,2043
5117,4152,2024-02-14,2024-02-20,DELIVERED,38399.17,8.42,Net Banking,South,2025
5118,5210,2023-07-16,2023-07-22,DELIVERED,160646.42,2.68,Credit Card,West,2025
5119,5489,2023-03-26,2023-04-02,SHIPPED,227590.17,0.0,Net Banking,North,2048
5120,4131,2024-04-13,2024-04-17,DELIVERED,119887.39,2.64,Net Banking,South,2039
5121,1454,2023-02-06,,PENDING,172900.02,15.02,COD,East,2021
5122,5933,2023-11-17,2023-11-26,DELIVERED,6753.82,9.29,Debit Card,North,2047
5123,5675,2023-04-06,2023-04-12,DELIVERED,41314.42,7.64,Credit Card,East,2022
5124,3217,2025-04-25,,CANCELLED,21537.42,0.0,Wallet,East,2024
5125,3643,2023-07-29,2023-08-05,DELIVERED,124377.23,8.59,UPI,East,2047
5126,5099,2023-05-02,2023-05-05,DELIVERED,191944.86,2.32,Credit Card,North,2041
5127,1071,2025-05-26,2025-05-28,DELIVERED,173961.6,4.21,Net Banking,West,2014
5128,4242,2024-05-04,2024-05-13,DELIVERED,111246.71,1.73,Net Banking,North,2020
5129,3288,2024-11-26,,CANCELLED,102833.02,16.97,Net Banking,West,2004
5130,6419,2023-11-07,2023-11-14,DELIVERED,222166.46,12.06,Net Banking,North,2017
5131,1358,2025-01-31,2025-02-03,SHIPPED,121279.49,0.0,Net Banking,North,2046
5132,3970,2025-02-22,2025-02-28,DELIVERED,54453.27,10.6,UPI,West,2012
5133,2746,2025-03-12,,PENDING,130354.36,0.0,Wallet,West,2042
5134,1469,2025-08-08,,PENDING,79685.67,13.16,UPI,West,2039
5135,6010,2024-08-30,2024-09-06,SHIPPED,151258.67,0.0,Wallet,North,2015
5136,5793,2024-09-02,2024-09-08,DELIVERED,148683.25,0.0,COD,West,2029
5137,4766,2025-08-25,2025-09-02,DELIVERED,16987.25,0.0,Wallet,West,2013
5138,2824,2023-04-26,2023-04-27,DELIVERED,200749.35,17.41,UPI,West,2010
5139,6197,2025-08-01,,PENDING,157722.41,0.0,UPI,East,2032
5140,1552,2023-12-12,2023-12-16,DELIVERED,105457.45,0.0,Wallet,South,2016
5141,1974,2024-06-01,2024-06-09,DELIVERED,64384.78,19.39,Credit Card,West,2033
5142,3046,2023-11-29,2023-11-30,DELIVERED,229308.38,14.46,Debit Card,South,2002
5143,5772,2023-01-26,2023-02-02,DELIVERED,27845.68,0.0,COD,East,2036
5144,2731,2023-05-07,2023-05-13,DELIVERED,98576.27,4.6,Net Banking,South,2025
5145,5326,2025-01-18,2025-01-19,DELIVERED,161367.88,0.0,Net Banking,North,2045
5146,5414,2025-06-03,2025-06-11,DELIVERED,34875.37,0.0,Net Banking,North,2013
5147,1195,2025-02-25,2025-02-26,DELIVERED,154850.88,11.98,Credit Card,West,2022
5148,3609,2024-10-12,2024-10-22,DELIVERED,204480.27,0.0,UPI,West,2050
5149,6202,2025-06-03,2025-06-04,SHIPPED,248995.27,6.98,COD,East,2012
5150,4221,2024-02-04,2024-02-05,DELIVERED,69617.2,2.65,Credit Card,West,2023
5151,4648,2025-08-23,2025-08-30,DELIVERED,18424.8,0.0,Credit Card,West,2042
5152,1048,2023-08-06,2023-08-13,DELIVERED,110013.89,0.0,COD,East,2010
5153,2172,2024-06-29,2024-07-09,DELIVERED,49545.33,0.0,Wallet,South,2040
5154,1191,2024-12-03,2024-12-09,DELIVERED,73594.39,0.0,Credit Card,South,2036
5155,3928,2024-01-15,2024-01-19,DELIVERED,215047.92,0.0,Credit Card,South,2020
5156,1786,2023-12-14,2023-12-15,DELIVERED,52379.27,6.17,Net Banking,East,2044
5157,6118,2024-10-04,2024-10-05,DELIVERED,206315.65,0.0,Debit Card,West,2018
5158,3445,2025-09-20,2025-09-30,SHIPPED,237003.63,0.0,Credit Card,West,2042
5159,3338,2025-12-19,2025-12-26,DELIVERED,157525.13,0.0,Credit Card,South,2045
5160,6406,2025-01-25,2025-01-28,DELIVERED,112476.01,17.18,Debit Card,West,2026
5161,2482,2024-12-07,2024-12-08,DELIVERED,29097.76,4.55,Credit Card,West,2044
5162,3061,2025-10-26,,CANCELLED,7455.28,0.0,COD,West,2047
5163,4601,2025-02-19,,CANCELLED,197236.04,1.3,Credit Card,West,2022
5164,5804,2025-07-22,2025-07-31,SHIPPED,191479.11,0.0,Debit Card,East,2043
5165,5878,2025-07-12,2025-07-16,SHIPPED,86626.98,1.6,Net Banking,South,2017
5166,1724,2024-12-14,2024-12-22,DELIVERED,149361.16,10.84,Wallet,East,2014
5167,1208,2023-10-19,2023-10-26,SHIPPED,91326.32,2.6,Wallet,South,2043
5168,5125,2023-08-20,2023-08-25,DELIVERED,71422.89,11.92,Debit Card,East,2022
5169,4690,2023-08-22,2023-08-23,DELIVERED,82596.48,9.44,COD,East,2042
5170,1941,2023-12-10,2023-12-20,SHIPPED,91480.59,15.8,Wallet,West,2018
5171,4384,2023-05-06,,PENDING,89988.91,19.59,Credit Card,North,2018
5172,5577,2025-10-29,2025-11-08,DELIVERED,100006.41,13.69,UPI,East,2047
5173,6452,2025-10-03,2025-10-13,SHIPPED,99212.19,0.0,Credit Card,South,2048
5174,1671,2025-06-05,2025-06-09,DELIVERED,157548.43,19.43,Debit Card,West,2014
5175,4935,2025-06-17,2025-06-21,SHIPPED,3093.8,5.85,COD,East,2002
5176,6310,2025-10-13,,PENDING,85830.05,0.0,UPI,West,2022
5177,1651,2025-03-29,,PENDING,235597.62,0.0,Wallet,West,2038
5178,5585,2025-11-06,2025-11-10,DELIVERED,55104.7,1.81,Debit Card,North,2050
5179,1357,2025-09-11,2025-09-14,DELIVERED,194749.12,0.0,UPI,West,2045
5180,1916,2023-10-12,2023-10-20,DELIVERED,143542.61,0.33,Debit Card,South,2007
5181,3216,2023-08-20,2023-08-22,DELIVERED,168801.5,0.0,COD,West,2045
5182,6096,2023-04-15,,PENDING,178804.91,0.45,COD,West,2012
5183,2524,2024-05-19,2024-05-21,SHIPPED,230982.22,0.0,Debit Card,North,2002
5184,4739,2023-09-22,2023-10-02,DELIVERED,35287.85,13.92,UPI,North,2019
5185,4546,2024-11-22,2024-11-27,DELIVERED,150304.63,0.0,UPI,North,2017
5186,2427,2023-08-12,2023-08-18,DELIVERED,182201.83,0.73,Net Banking,West,2007
5187,2214,2025-06-19,,PENDING,58879.43,11.91,Net Banking,South,2027
5188,2060,2025-06-01,,PENDING,236447.61,13.51,Net Banking,South,2034
5189,6376,2023-04-26,2023-05-06,DELIVERED,88032.6,0.0,UPI,West,2010
5190,5651,2023-11-15,2023-11-16,DELIVERED,81094.37,1.02,Wallet,West,2016
5191,4459,2024-12-27,2024-12-29,DELIVERED,128551.0,14.78,Net Banking,North,2046
5192,4923,2024-06-15,2024-06-17,DELIVERED,190240.56,0.0,Net Banking,East,2013
5193,6098,2023-02-28,,CANCELLED,88822.21,17.28,Debit Card,West,2019
5194,2869,2024-10-30,2024-10-31,DELIVERED,161630.25,0.0,Credit Card,South,2049
5195,5764,2025-02-06,,PENDING,88619.55,0.0,COD,West,2025
5196,1646,2023-01-15,2023-01-17,DELIVERED,183308.34,0.76,Wallet,South,2037
5197,5308,2023-04-16,2023-04-17,DELIVERED,75734.65,0.0,Credit Card,East,2008
5198,2030,2023-04-22,2023-04-29,SHIPPED,207169.73,6.7,Debit Card,South,2025
5199,3723,2025-05-17,2025-05-24,SHIPPED,141696.62,0.06,UPI,East,2019
5200,2184,2024-10-21,2024-10-25,DELIVERED,74509.81,17.21,Wallet,South,2050
5201,3297,2023-06-18,2023-06-25,DELIVERED,126068.02,0.8,Wallet,West,2010
5202,5524,2024-11-14,2024-11-15,DELIVERED,122087.26,12.34,Net Banking,North,2042
5203,6307,2023-08-31,2023-09-01,DELIVERED,230301.7,1.58,Credit Card,East,2008
5204,1655,2024-02-22,,PENDING,176865.72,0.0,Net Banking,North,2006
5205,6155,2025-01-19,2025-01-22,DELIVERED,34555.19,0.0,COD,East,2030
5206,4669,2023-01-18,2023-01-27,SHIPPED,159255.4,14.15,Credit Card,East,2027
5207,1231,2024-12-05,,CANCELLED,33226.02,18.64,Wallet,West,2010
5208,3791,2024-10-29,2024-10-31,DELIVERED,174527.8,14.93,UPI,West,2006
5209,5366,2023-03-09,,PENDING,163836.61,3.1,Net Banking,East,2021
5210,2191,2023-07-13,,CANCELLED,212101.28,0.0,Net Banking,East,2026
5211,2572,2023-08-07,2023-08-12,DELIVERED,166486.96,0.0,Wallet,West,2033
5212,3150,2025-09-20,2025-09-28,DELIVERED,81447.6,7.62,Credit Card,East,2012
5213,2327,2023-10-25,2023-10-26,DELIVERED,96294.79,9.64,UPI,East,2047
5214,3756,2025-11-27,2025-11-29,SHIPPED,20160.31,2.1,Debit Card,East,2035
5215,5934,2024-05-22,2024-05-26,DELIVERED,97558.16,1.82,Credit Card,West,2021
5216,6019,2025-12-07,2025-12-15,DELIVERED,185286.6,18.44,COD,North,2031
5217,5926,2024-08-03,2024-08-10,DELIVERED,102797.17,2.19,Credit Card,South,2002
5218,2942,2024-12-11,2024-12-14,DELIVERED,21641.84,0.27,UPI,East,2031
5219,2092,2023-02-20,2023-03-02,DELIVERED,93650.15,0.24,Credit Card,South,2048
5220,1744,2024-04-29,2024-04-30,DELIVERED,187168.63,1.74,Net Banking,North,2039
5221,3962,2024-03-31,2024-04-03,SHIPPED,92130.3,0.0,Debit Card,West,2049
5222,2754,2025-07-12,2025-07-19,DELIVERED,136732.53,10.13,UPI,South,2008
5223,2058,2025-01-25,2025-01-29,DELIVERED,218790.91,0.0,Net Banking,South,2016
5224,5616,2023-01-17,2023-01-20,DELIVERED,105354.16,8.7,UPI,East,2002
5225,5637,2024-04-28,2024-05-02,DELIVERED,237987.88,0.0,Credit Card,West,2013
5226,5525,2023-05-25,2023-05-28,DELIVERED,167923.37,0.0,Credit Card,North,2041
5227,2545,2023-12-21,2023-12-25,DELIVERED,21616.2,0.0,Credit Card,South,2040
5228,4785,2024-08-22,2024-09-01,DELIVERED,227101.75,15.09,UPI,East,2032
5229,1602,2024-05-20,2024-05-28,DELIVERED,199440.96,0.0,Credit Card,West,2007
5230,1056,2024-01-07,2024-01-11,DELIVERED,69057.36,0.03,UPI,North,2025
5231,3267,2024-03-13,,PENDING,50457.72,0.0,Credit Card,South,2021
5232,5156,2025-08-28,2025-08-30,DELIVERED,161032.39,13.48,Debit Card,East,2012
5233,5006,2023-03-26,2023-03-28,DELIVERED,35102.42,0.0,Credit Card,West,2045
5234,1779,2024-08-11,2024-08-16,DELIVERED,78268.67,1.64,Net Banking,South,2015
5235,1513,2024-02-15,2024-02-24,DELIVERED,195563.28,0.0,UPI,South,2015
5236,2642,2023-02-14,2023-02-18,DELIVERED,116698.52,0.0,Net Banking,West,2018
5237,4815,2024-07-22,2024-07-27,DELIVERED,3078.45,0.0,Credit Card,East,2023
5238,6303,2024-09-21,2024-09-24,DELIVERED,28796.35,0.0,Debit Card,South,2022
5239,6231,2024-06-04,2024-06-06,DELIVERED,15058.11,18.02,Wallet,North,2018
5240,1406,2024-05-10,2024-05-18,SHIPPED,106877.85,2.73,Net Banking,West,2037
5241,1863,2023-02-28,,PENDING,47096.42,0.0,UPI,East,2046
5242,5997,2023-01-19,2023-01-20,DELIVERED,122896.31,19.32,Wallet,West,2029
5243,5711,2024-11-11,,PENDING,50517.74,8.05,Net Banking,East,2021
5244,5042,2025-06-26,2025-07-01,DELIVERED,235168.14,0.0,Wallet,West,2003
5245,6490,2025-06-15,,PENDING,122885.86,7.09,UPI,South,2038
5246,4506,2024-01-02,2024-01-08,DELIVERED,67990.08,3.99,Net Banking,North,2043
5247,4516,2024-08-08,2024-08-16,DELIVERED,19340.79,0.0,Wallet,North,2018
5248,6019,2024-02-29,2024-03-10,DELIVERED,95635.87,18.14,Credit Card,North,2031
5249,4901,2024-06-12,2024-06-17,SHIPPED,9067.32,7.61,UPI,North,2030
5250,3600,2023-08-28,,PENDING,237428.39,14.31,Credit Card,North,2010
5251,5414,2024-03-15,2024-03-16,DELIVERED,37704.56,19.05,Credit Card,South,2045
5252,5391,2024-04-19,2024-04-26,DELIVERED,32340.0,5.96,Wallet,East,2004
5253,1467,2024-11-15,2024-11-19,SHIPPED,235785.77,0.0,COD,West,2008
5254,2240,2023-04-06,2023-04-08,DELIVERED,32743.01,17.59,UPI,North,2047
5255,2860,2023-11-07,,PENDING,15468.38,16.36,UPI,North,2009
5256,6066,2025-03-31,2025-04-02,DELIVERED,212538.88,7.88,UPI,North,2046
5257,4860,2023-05-25,,CANCELLED,32622.7,11.15,Credit Card,East,2023
5258,6325,2025-02-27,2025-03-04,DELIVERED,179248.39,0.71,UPI,North,2043
5259,3935,2025-12-03,2025-12-12,DELIVERED,156677.13,0.0,Debit Card,East,2029
5260,1561,2025-10-15,2025-10-17,DELIVERED,165034.1,18.04,COD,West,2030
5261,3416,2024-05-29,,CANCELLED,146350.13,0.0,COD,West,2014
5262,4619,2025-05-22,2025-05-29,DELIVERED,88130.08,17.15,UPI,West,2013
5263,5655,2023-06-18,,PENDING,149347.17,4.36,COD,South,2018
5264,1146,2024-01-09,2024-01-15,DELIVERED,126265.76,0.0,Debit Card,North,2034
5265,4116,2023-12-03,2023-12-06,DELIVERED,28666.5,10.52,Debit Card,West,2029
5266,3442,2023-12-21,,CANCELLED,73585.16,16.23,UPI,East,2033
5267,1019,2025-09-13,2025-09-18,DELIVERED,14382.8,0.0,COD,South,2003
5268,3754,2025-08-10,2025-08-17,DELIVERED,77472.43,8.97,Debit Card,South,2019
5269,4076,2023-11-26,2023-12-03,SHIPPED,69976.71,0.0,UPI,South,2011
5270,2820,2023-07-24,,CANCELLED,204093.14,0.0,Credit Card,East,2001
5271,1049,2024-11-16,,CANCELLED,40879.21,19.16,UPI,South,2022
5272,1166,2024-09-01,2024-09-05,DELIVERED,108999.53,0.0,Debit Card,East,2011
5273,4597,2023-03-18,2023-03-21,SHIPPED,1694.59,12.61,Wallet,North,2015
5274,4122,2023-10-15,2023-10-25,DELIVERED,135444.73,10.05,Wallet,South,2019
5275,5461,2023-06-19,,PENDING,665.79,5.4,Credit Card,South,2024
5276,2153,2025-04-26,,PENDING,40599.67,10.22,Credit Card,East,2003
5277,1286,2023-03-07,2023-03-17,DELIVERED,24624.86,9.76,Net Banking,West,2039
5278,3431,2023-08-29,,PENDING,91145.04,0.0,COD,West,2048
5279,1679,2023-06-17,,PENDING,114172.13,0.0,UPI,South,2010
5280,2918,2025-11-18,2025-11-23,DELIVERED,208991.68,13.12,Net Banking,West,2025
5281,4940,2024-10-03,2024-10-04,DELIVERED,172692.1,18.41,Net Banking,East,2030
5282,1067,2024-07-10,,CANCELLED,74745.98,1.04,UPI,West,2018
5283,3439,2024-08-12,,PENDING,224947.0,0.0,Debit Card,North,2033
5284,6200,2024-10-01,2024-10-04,DELIVERED,35618.02,0.0,Wallet,South,2047
5285,5429,2025-10-08,2025-10-15,DELIVERED,112980.18,14.59,Debit Card,North,2033
5286,3518,2025-02-18,2025-02-21,DELIVERED,34757.54,18.79,Debit Card,East,2048
5287,3989,2023-07-18,2023-07-23,DELIVERED,184218.42,18.01,Net Banking,South,2019
5288,1343,2023-12-05,2023-12-08,DELIVERED,98303.76,0.0,Wallet,South,2007
5289,4465,2025-07-15,2025-07-21,DELIVERED,7196.34,0.0,Net Banking,East,2016
5290,1563,2025-07-01,2025-07-06,DELIVERED,34109.07,18.3,COD,North,2007
5291,5584,2025-10-08,,PENDING,85052.71,0.0,Net Banking,East,2015
5292,6401,2023-07-09,,PENDING,191794.93,9.11,Credit Card,East,2036
5293,1865,2024-01-22,,CANCELLED,150742.12,11.61,Credit Card,North,2047
5294,5218,2025-03-18,,PENDING,67298.51,6.92,COD,South,2034
5295,3692,2023-04-19,2023-04-28,DELIVERED,17859.32,0.0,COD,West,2045
5296,5645,2025-04-30,,CANCELLED,161191.52,0.0,Wallet,West,2007
5297,3602,2025-08-20,2025-08-24,DELIVERED,57499.0,0.0,Net Banking,North,2008
5298,6132,2025-10-31,2025-11-06,SHIPPED,207515.13,0.0,Net Banking,West,2048
5299,3052,2023-02-26,2023-03-01,DELIVERED,247439.22,0.0,COD,South,2004
5300,2229,2023-10-19,,PENDING,75782.96,10.52,Net Banking,South,2042
5301,6044,2024-07-31,2024-08-06,SHIPPED,139546.83,0.0,Debit Card,North,2016
5302,6162,2023-09-06,,CANCELLED,160076.58,0.0,Wallet,North,2047
5303,4915,2023-08-28,2023-09-06,DELIVERED,12818.45,7.86,Net Banking,East,2020
5304,1577,2025-10-06,2025-10-09,DELIVERED,243896.97,0.0,Debit Card,East,2008
5305,2619,2025-10-30,2025-11-06,DELIVERED,29520.75,0.0,Net Banking,West,2021
5306,1531,2025-07-31,2025-08-10,SHIPPED,242152.66,8.02,Wallet,North,2042
5307,6164,2025-05-16,,CANCELLED,25657.66,5.87,Wallet,South,2017
5308,5248,2025-02-06,2025-02-12,SHIPPED,131035.25,0.0,Wallet,North,2035
5309,3811,2024-08-11,2024-08-13,DELIVERED,171600.47,0.0,Wallet,East,2032
5310,5277,2024-08-14,2024-08-15,SHIPPED,249747.01,13.3,Net Banking,North,2030
